date,location,lat,lon,rainfall_mm,humidity_pct,solar_radiation_wm2,temp_c,temp_max_c,temp_min_c,wind_speed_10m_mps,cloud_cover_pct
2024-04-12,stockpile,-0.505,117.21,0.18,77.57,22.78,28.84,30.81,27.19,3.6,65.99
2024-04-13,stockpile,-0.505,117.21,0.32,75.61,22.98,29.29,31.82,27.1,3.71,68.67
2024-04-14,stockpile,-0.505,117.21,0.26,74.63,23.66,29.42,31.93,27.38,3.77,61.57
2024-04-15,stockpile,-0.505,117.21,0.15,74.67,22.39,29.35,31.74,27.45,3.61,73.41
2024-04-16,stockpile,-0.505,117.21,0.5,76.33,22.63,29.32,31.58,27.54,3.72,66.76
2024-04-17,stockpile,-0.505,117.21,0.16,71.9,23.82,29.53,32.11,27.23,2.9,51.03
2024-04-18,stockpile,-0.505,117.21,0.16,71.96,22.4,29.87,32.37,27.53,2.62,72.39
2024-04-19,stockpile,-0.505,117.21,0.1,75.23,22.7,29.69,32.06,27.7,2.69,63.68
2024-04-20,stockpile,-0.505,117.21,0.87,76.91,22.54,29.74,32.07,27.75,3.08,72.32
2024-04-21,stockpile,-0.505,117.21,0.38,75.64,21.39,30.01,32.43,28.06,3.3,80.71
2024-04-22,stockpile,-0.505,117.21,2.27,75.28,21.12,29.77,32.07,27.8,3.14,84.08
2024-04-23,stockpile,-0.505,117.21,1.7,75.56,20.64,29.63,31.63,28.02,2.41,85.27
2024-04-24,stockpile,-0.505,117.21,4.99,76.01,12.84,29.46,31.29,27.8,1.63,98.93
2024-04-25,stockpile,-0.505,117.21,0.97,76.02,21.35,29.29,31.58,27.41,2.82,61.86
2024-04-26,stockpile,-0.505,117.21,3.79,75.3,22.15,29.95,32.14,28.24,3.03,64.17
2024-04-27,stockpile,-0.505,117.21,4.67,83.33,17.11,28.84,29.87,27.72,3.11,97.78
2024-04-28,stockpile,-0.505,117.21,16.07,84.96,13.61,28.69,29.82,27.74,2.86,95.7
2024-04-29,stockpile,-0.505,117.21,18.92,79.87,5.15,28.76,30.31,27.53,1.96,95.86
2024-04-30,stockpile,-0.505,117.21,1.82,80.2,18.15,28.67,30.25,27.22,2.24,94.72
2024-05-01,stockpile,-0.505,117.21,2.21,79.26,20.47,29.02,29.93,27.98,1.7,84.45
2024-05-02,stockpile,-0.505,117.21,5.42,76.22,18.8,29.57,31.34,27.95,1.39,88.82
2024-05-03,stockpile,-0.505,117.21,27.37,82.6,3.07,28.37,29.22,27.55,2.07,98.84
2024-05-04,stockpile,-0.505,117.21,11.52,78.74,19.29,28.53,30.44,26.79,1.81,85.62
2024-05-05,stockpile,-0.505,117.21,12.96,83.92,12.19,28.18,29.38,27.08,2.95,98.84
2024-05-06,stockpile,-0.505,117.21,12.45,83.46,14.04,28.1,29.18,27.12,2.39,92.79
2024-05-07,stockpile,-0.505,117.21,5.0,78.1,19.97,28.99,30.98,27.26,1.66,78.38
2024-05-08,stockpile,-0.505,117.21,27.38,76.62,9.4,29.56,31.44,27.63,1.66,98.5
2024-05-09,stockpile,-0.505,117.21,5.08,81.61,11.45,28.71,29.78,27.92,1.99,99.03
2024-05-10,stockpile,-0.505,117.21,0.63,74.29,22.23,29.62,32.31,27.24,1.64,54.82
2024-05-11,stockpile,-0.505,117.21,13.32,81.04,17.98,29.16,30.58,27.9,2.2,86.33
2024-05-12,stockpile,-0.505,117.21,13.38,83.98,10.42,28.66,29.4,27.9,1.73,92.97
2024-05-13,stockpile,-0.505,117.21,3.03,79.34,20.28,29.12,31.1,27.39,1.79,53.98
2024-05-14,stockpile,-0.505,117.21,14.83,82.02,20.11,28.85,30.04,27.89,1.41,54.42
2024-05-15,stockpile,-0.505,117.21,5.94,81.38,16.72,28.83,29.78,27.9,1.52,86.24
2024-05-16,stockpile,-0.505,117.21,6.41,79.0,18.23,29.2,30.23,27.94,1.13,77.17
2024-05-17,stockpile,-0.505,117.21,5.27,78.27,13.85,29.29,30.24,28.56,1.34,90.83
2024-05-18,stockpile,-0.505,117.21,13.75,78.27,15.99,29.33,30.63,28.06,1.26,94.15
2024-05-19,stockpile,-0.505,117.21,8.68,81.54,19.02,29.14,31.17,27.64,2.98,81.52
2024-05-20,stockpile,-0.505,117.21,5.02,80.53,17.7,29.28,30.42,27.82,1.92,90.14
2024-05-21,stockpile,-0.505,117.21,7.26,82.71,15.54,29.19,30.4,28.02,2.2,90.39
2024-05-22,stockpile,-0.505,117.21,4.75,82.11,15.26,29.17,30.63,27.81,1.64,92.41
2024-05-23,stockpile,-0.505,117.21,2.26,75.98,8.03,29.65,31.52,27.87,1.25,99.4
2024-05-24,stockpile,-0.505,117.21,3.48,80.27,20.19,29.25,30.44,27.94,1.37,73.31
2024-05-25,stockpile,-0.505,117.21,9.87,84.88,16.31,28.78,29.84,27.9,2.75,96.27
2024-05-26,stockpile,-0.505,117.21,22.59,88.06,9.41,28.06,28.88,27.36,2.6,93.48
2024-05-27,stockpile,-0.505,117.21,13.01,76.27,14.19,29.28,31.33,27.4,0.77,98.06
2024-05-28,stockpile,-0.505,117.21,4.38,79.45,15.48,28.87,30.14,27.66,2.06,93.92
2024-05-29,stockpile,-0.505,117.21,3.08,79.87,18.3,28.89,30.29,27.49,1.49,90.98
2024-05-30,stockpile,-0.505,117.21,3.38,82.4,18.92,28.93,29.9,27.96,1.97,66.16
2024-05-31,stockpile,-0.505,117.21,2.02,79.35,18.78,29.41,31.0,28.28,1.74,67.99
2024-06-01,stockpile,-0.505,117.21,10.33,84.49,16.68,28.62,29.37,27.87,1.81,83.56
2024-06-02,stockpile,-0.505,117.21,13.38,79.82,11.16,28.3,29.65,27.24,1.64,95.65
2024-06-03,stockpile,-0.505,117.21,8.44,82.15,16.43,28.56,30.28,26.75,3.03,99.03
2024-06-04,stockpile,-0.505,117.21,72.37,88.15,10.54,27.34,27.83,26.83,3.63,99.44
2024-06-05,stockpile,-0.505,117.21,6.47,83.76,14.03,27.75,29.04,26.55,2.32,88.82
2024-06-06,stockpile,-0.505,117.21,6.46,86.1,12.5,27.86,28.66,27.0,2.33,98.91
2024-06-07,stockpile,-0.505,117.21,2.95,80.28,14.34,28.26,29.46,27.35,1.51,91.96
2024-06-08,stockpile,-0.505,117.21,2.58,82.79,14.1,28.04,29.47,26.67,2.05,92.94
2024-06-09,stockpile,-0.505,117.21,2.09,79.65,9.81,28.07,29.65,26.67,1.73,91.93
2024-06-10,stockpile,-0.505,117.21,51.28,75.13,17.75,29.11,30.56,27.8,1.07,75.86
2024-06-11,stockpile,-0.505,117.21,15.86,79.63,13.35,28.48,29.09,27.72,1.45,83.25
2024-06-12,stockpile,-0.505,117.21,6.54,80.74,16.66,28.24,29.13,27.17,1.71,64.08
2024-06-13,stockpile,-0.505,117.21,7.62,86.28,5.19,27.61,28.36,26.68,3.11,93.01
2024-06-14,stockpile,-0.505,117.21,2.22,77.97,9.52,27.85,29.13,26.46,1.06,97.28
2024-06-15,stockpile,-0.505,117.21,2.45,80.21,14.86,28.1,29.33,26.92,2.23,96.24
2024-06-16,stockpile,-0.505,117.21,1.76,78.07,15.96,28.47,30.01,27.11,1.46,74.26
2024-06-17,stockpile,-0.505,117.21,5.66,79.41,17.95,28.39,29.46,26.97,1.26,72.78
2024-06-18,stockpile,-0.505,117.21,10.16,81.05,14.73,28.1,29.05,27.06,1.5,89.45
2024-06-19,stockpile,-0.505,117.21,20.2,85.96,5.47,27.5,28.23,26.97,3.19,98.96
2024-06-20,stockpile,-0.505,117.21,5.27,83.67,17.67,27.71,28.7,26.45,2.65,76.0
2024-06-21,stockpile,-0.505,117.21,0.4,81.11,18.31,28.1,30.0,26.48,4.69,74.65
2024-06-22,stockpile,-0.505,117.21,6.76,84.12,13.25,27.76,28.96,26.36,3.2,88.0
2024-06-23,stockpile,-0.505,117.21,8.75,82.93,12.31,27.61,29.38,26.28,1.9,99.18
2024-06-24,stockpile,-0.505,117.21,8.85,81.65,7.45,27.33,28.57,26.29,2.53,99.24
2024-06-25,stockpile,-0.505,117.21,1.52,77.89,17.94,28.2,29.91,26.8,1.7,81.96
2024-06-26,stockpile,-0.505,117.21,8.15,82.13,15.86,28.14,29.52,26.96,2.9,77.23
2024-06-27,stockpile,-0.505,117.21,6.87,77.54,18.88,28.8,30.28,27.46,0.91,67.2
2024-06-28,stockpile,-0.505,117.21,9.99,79.63,16.92,28.42,29.23,27.64,1.69,75.05
2024-06-29,stockpile,-0.505,117.21,29.15,80.01,10.12,27.78,28.63,26.83,1.48,91.63
2024-06-30,stockpile,-0.505,117.21,19.85,84.35,14.48,27.33,28.18,26.23,3.06,83.46
2024-07-01,stockpile,-0.505,117.21,2.63,83.03,9.78,27.78,29.16,26.04,2.14,99.02
2024-07-02,stockpile,-0.505,117.21,14.82,86.42,5.34,27.1,27.6,26.27,3.04,98.84
2024-07-03,stockpile,-0.505,117.21,5.68,82.53,11.31,26.8,27.91,25.53,1.69,98.97
2024-07-04,stockpile,-0.505,117.21,0.33,78.49,19.7,27.79,29.03,26.62,1.4,69.37
2024-07-05,stockpile,-0.505,117.21,5.23,78.82,14.82,28.0,28.97,26.99,1.36,75.93
2024-07-06,stockpile,-0.505,117.21,11.7,80.18,15.64,28.02,29.22,26.85,1.6,78.07
2024-07-07,stockpile,-0.505,117.21,57.62,87.19,5.61,26.82,27.53,26.01,3.05,94.98
2024-07-08,stockpile,-0.505,117.21,5.78,83.89,11.01,26.24,27.66,25.28,3.28,99.27
2024-07-09,stockpile,-0.505,117.21,7.62,81.01,6.75,26.24,27.19,25.16,1.88,99.35
2024-07-10,stockpile,-0.505,117.21,13.97,81.06,15.36,27.35,29.37,25.65,2.39,89.37
2024-07-11,stockpile,-0.505,117.21,10.21,83.58,7.6,27.29,28.55,25.96,3.4,98.24
2024-07-12,stockpile,-0.505,117.21,1.55,84.97,16.83,27.18,28.6,25.99,3.74,88.62
2024-07-13,stockpile,-0.505,117.21,5.7,82.98,6.81,27.42,28.7,26.3,4.46,98.42
2024-07-14,stockpile,-0.505,117.21,2.29,84.94,18.96,27.38,28.83,25.99,4.34,69.33
2024-07-15,stockpile,-0.505,117.21,3.06,84.94,19.72,27.78,29.5,25.88,3.31,59.89
2024-07-16,stockpile,-0.505,117.21,5.81,87.37,16.26,27.72,28.96,26.77,4.65,84.18
2024-07-17,stockpile,-0.505,117.21,1.01,86.39,18.65,27.64,28.89,26.17,3.66,64.54
2024-07-18,stockpile,-0.505,117.21,2.7,84.05,16.41,27.9,29.64,26.46,4.36,75.94
2024-07-19,stockpile,-0.505,117.21,0.33,83.32,18.78,27.66,29.53,25.99,4.54,76.25
2024-07-20,stockpile,-0.505,117.21,0.2,84.01,19.5,27.62,29.42,25.8,4.31,63.1
2024-07-21,stockpile,-0.505,117.21,2.37,84.74,15.02,27.81,29.66,26.23,5.11,94.79
2024-07-22,stockpile,-0.505,117.21,4.47,86.71,7.93,27.49,28.81,26.35,3.62,98.68
2024-07-23,stockpile,-0.505,117.21,5.29,86.58,11.35,27.41,28.8,26.08,3.1,99.55
2024-07-24,stockpile,-0.505,117.21,6.86,86.53,15.72,27.36,28.42,26.24,2.7,94.47
2024-07-25,stockpile,-0.505,117.21,8.06,85.39,16.1,27.78,29.26,26.29,3.09,77.97
2024-07-26,stockpile,-0.505,117.21,6.92,84.71,19.8,28.09,29.77,26.5,3.4,56.16
2024-07-27,stockpile,-0.505,117.21,1.9,85.17,20.97,28.13,29.81,26.7,4.01,41.79
2024-07-28,stockpile,-0.505,117.21,0.51,85.34,21.69,28.2,30.17,26.52,3.45,39.5
2024-07-29,stockpile,-0.505,117.21,1.92,81.19,20.82,28.58,30.62,26.88,2.54,42.4
2024-07-30,stockpile,-0.505,117.21,6.52,79.76,17.24,28.61,29.91,26.93,1.98,73.29
2024-07-31,stockpile,-0.505,117.21,2.51,75.02,17.6,28.91,30.23,27.65,1.02,66.96
2024-08-01,stockpile,-0.505,117.21,0.31,78.96,18.42,28.81,30.45,27.13,2.47,56.44
2024-08-02,stockpile,-0.505,117.21,11.29,84.88,10.23,27.96,28.87,26.98,3.26,87.61
2024-08-03,stockpile,-0.505,117.21,7.4,83.94,19.49,27.77,29.41,26.44,3.26,65.32
2024-08-04,stockpile,-0.505,117.21,17.45,84.08,18.01,27.73,29.3,26.36,3.59,62.43
2024-08-05,stockpile,-0.505,117.21,6.16,83.18,10.72,27.85,29.06,26.5,2.67,91.11
2024-08-06,stockpile,-0.505,117.21,2.37,84.63,10.71,27.45,28.54,26.33,2.51,97.49
2024-08-07,stockpile,-0.505,117.21,22.71,85.88,12.35,26.94,28.2,26.01,4.47,96.11
2024-08-08,stockpile,-0.505,117.21,11.47,82.15,11.32,27.3,28.75,25.71,1.96,89.39
2024-08-09,stockpile,-0.505,117.21,9.34,85.51,17.47,27.38,29.11,25.98,3.22,98.01
2024-08-10,stockpile,-0.505,117.21,1.34,78.84,17.84,28.09,30.54,25.37,1.51,92.22
2024-08-11,stockpile,-0.505,117.21,1.56,81.81,11.1,28.14,29.91,26.79,3.36,80.66
2024-08-12,stockpile,-0.505,117.21,2.26,82.01,18.37,28.15,30.09,26.59,4.36,65.72
2024-08-13,stockpile,-0.505,117.21,5.49,84.14,9.88,27.64,28.48,26.73,3.37,89.51
2024-08-14,stockpile,-0.505,117.21,6.12,80.64,18.07,28.11,29.7,26.63,2.73,67.71
2024-08-15,stockpile,-0.505,117.21,14.27,82.68,9.2,27.92,29.49,26.36,3.29,76.45
2024-08-16,stockpile,-0.505,117.21,2.34,81.96,19.2,28.13,29.64,26.56,2.5,56.05
2024-08-17,stockpile,-0.505,117.21,12.99,81.27,15.01,28.38,30.14,26.77,2.35,72.83
2024-08-18,stockpile,-0.505,117.21,6.97,80.67,15.95,28.15,29.33,27.18,1.59,66.34
2024-08-19,stockpile,-0.505,117.21,13.29,83.87,8.19,27.99,29.16,26.92,3.06,84.1
2024-08-20,stockpile,-0.505,117.21,17.04,83.85,9.68,27.76,28.9,26.84,2.51,97.37
2024-08-21,stockpile,-0.505,117.21,5.55,84.06,12.41,27.41,28.54,26.06,1.98,96.36
2024-08-22,stockpile,-0.505,117.21,11.88,87.12,6.03,26.59,27.41,25.57,3.22,99.81
2024-08-23,stockpile,-0.505,117.21,0.69,83.39,17.39,26.88,29.48,24.89,3.29,87.09
2024-08-24,stockpile,-0.505,117.21,3.89,86.27,8.32,27.22,28.46,25.96,4.26,91.59
2024-08-25,stockpile,-0.505,117.21,6.76,87.44,14.12,27.13,28.69,25.89,4.32,89.15
2024-08-26,stockpile,-0.505,117.21,13.53,85.35,11.78,27.82,29.89,26.27,3.87,93.38
2024-08-27,stockpile,-0.505,117.21,33.63,85.93,14.71,27.57,29.52,26.18,3.36,88.31
2024-08-28,stockpile,-0.505,117.21,11.39,86.43,18.47,27.17,28.96,25.67,3.45,84.69
2024-08-29,stockpile,-0.505,117.21,9.04,82.69,15.33,27.61,29.18,26.54,3.32,92.98
2024-08-30,stockpile,-0.505,117.21,12.0,79.38,15.77,27.14,28.35,26.1,1.44,95.43
2024-08-31,stockpile,-0.505,117.21,3.13,83.29,20.94,27.73,29.57,25.99,3.2,87.86
2024-09-01,stockpile,-0.505,117.21,2.87,85.17,14.74,27.84,29.71,26.3,3.62,92.8
2024-09-02,stockpile,-0.505,117.21,0.87,86.52,21.66,27.74,29.21,26.38,4.7,63.3
2024-09-03,stockpile,-0.505,117.21,0.46,81.77,20.86,28.36,30.35,26.17,2.27,72.05
2024-09-04,stockpile,-0.505,117.21,3.15,80.6,21.56,28.39,29.83,26.78,2.1,76.31
2024-09-05,stockpile,-0.505,117.21,19.64,85.09,17.73,28.01,29.35,26.83,3.8,84.7
2024-09-06,stockpile,-0.505,117.21,8.98,85.44,19.97,27.81,29.0,26.66,3.94,74.84
2024-09-07,stockpile,-0.505,117.21,1.38,83.47,18.67,28.01,29.61,26.43,2.22,72.53
2024-09-08,stockpile,-0.505,117.21,1.38,79.12,18.52,28.66,30.46,27.15,1.38,73.74
2024-09-09,stockpile,-0.505,117.21,2.48,83.53,16.04,28.07,29.2,27.07,3.24,85.97
2024-09-10,stockpile,-0.505,117.21,0.59,84.37,19.35,27.78,29.69,26.26,3.95,69.26
2024-09-11,stockpile,-0.505,117.21,0.04,83.86,23.73,27.73,29.77,26.23,5.06,39.33
2024-09-12,stockpile,-0.505,117.21,0.03,82.08,23.79,27.51,29.83,25.31,5.23,64.69
2024-09-13,stockpile,-0.505,117.21,0.04,82.41,23.45,27.43,30.08,25.42,6.07,63.73
2024-09-14,stockpile,-0.505,117.21,0.0,81.55,20.66,27.37,30.0,25.21,5.77,93.67
2024-09-15,stockpile,-0.505,117.21,0.0,81.54,21.46,27.32,29.95,25.17,5.26,74.56
2024-09-16,stockpile,-0.505,117.21,0.0,82.07,20.97,27.53,29.99,25.38,5.21,80.91
2024-09-17,stockpile,-0.505,117.21,0.0,83.06,22.47,27.71,30.15,25.86,5.52,78.74
2024-09-18,stockpile,-0.505,117.21,1.18,82.75,18.83,27.84,30.21,25.59,5.04,90.3
2024-09-19,stockpile,-0.505,117.21,0.1,83.09,19.78,27.98,30.1,25.65,3.19,89.36
2024-09-20,stockpile,-0.505,117.21,0.56,81.33,20.73,27.98,29.53,26.38,2.13,86.32
2024-09-21,stockpile,-0.505,117.21,0.63,79.99,14.2,27.84,29.16,26.75,2.62,95.9
2024-09-22,stockpile,-0.505,117.21,0.32,79.23,23.12,28.62,30.94,26.54,2.38,57.26
2024-09-23,stockpile,-0.505,117.21,0.32,78.91,23.59,28.67,30.36,27.07,2.57,56.34
2024-09-24,stockpile,-0.505,117.21,2.81,79.88,23.2,28.61,30.2,27.25,2.11,51.74
2024-09-25,stockpile,-0.505,117.21,2.32,74.12,12.54,29.28,31.51,27.14,1.52,95.72
2024-09-26,stockpile,-0.505,117.21,9.28,79.09,18.92,28.62,29.96,27.51,1.19,86.39
2024-09-27,stockpile,-0.505,117.21,12.18,83.32,10.68,27.62,28.65,26.51,1.43,89.43
2024-09-28,stockpile,-0.505,117.21,2.09,76.82,22.92,28.46,30.41,27.09,1.45,63.69
2024-09-29,stockpile,-0.505,117.21,30.47,84.49,20.13,27.54,28.29,26.75,2.53,79.58
2024-09-30,stockpile,-0.505,117.21,8.54,82.27,11.58,28.09,29.52,26.61,2.9,98.72
2024-10-01,stockpile,-0.505,117.21,14.51,84.03,19.81,27.27,27.84,26.58,2.0,80.32
2024-10-02,stockpile,-0.505,117.21,10.39,78.79,13.3,27.6,29.12,26.2,2.07,93.82
2024-10-03,stockpile,-0.505,117.21,2.26,73.13,8.4,28.44,30.7,26.65,1.74,99.21
2024-10-04,stockpile,-0.505,117.21,4.3,75.62,21.41,28.86,30.91,26.95,1.82,69.43
2024-10-05,stockpile,-0.505,117.21,2.83,79.39,20.63,28.66,30.55,27.22,2.66,74.92
2024-10-06,stockpile,-0.505,117.21,6.95,83.49,19.06,27.87,28.81,26.89,2.68,68.59
2024-10-07,stockpile,-0.505,117.21,36.74,81.16,15.16,28.0,29.79,26.26,2.24,85.74
2024-10-08,stockpile,-0.505,117.21,13.32,80.9,12.15,28.08,29.11,27.01,1.86,98.68
2024-10-09,stockpile,-0.505,117.21,8.21,82.07,22.57,28.04,29.21,26.76,2.15,47.5
2024-10-10,stockpile,-0.505,117.21,4.41,82.84,14.01,27.76,28.54,27.02,1.88,81.5
2024-10-11,stockpile,-0.505,117.21,39.68,76.64,20.88,28.72,30.18,27.19,0.71,63.94
2024-10-12,stockpile,-0.505,117.21,3.34,78.3,20.86,28.85,29.99,27.56,1.99,69.72
2024-10-13,stockpile,-0.505,117.21,3.07,83.8,13.22,28.37,29.56,27.13,2.62,86.85
2024-10-14,stockpile,-0.505,117.21,2.81,75.47,13.97,28.19,29.39,26.68,1.01,98.01
2024-10-15,stockpile,-0.505,117.21,1.45,80.0,19.68,28.06,29.53,26.82,2.72,82.68
2024-10-16,stockpile,-0.505,117.21,8.79,83.93,16.51,27.49,28.26,26.75,2.31,88.82
2024-10-17,stockpile,-0.505,117.21,9.9,83.39,15.39,27.32,28.18,26.36,2.04,98.87
2024-10-18,stockpile,-0.505,117.21,2.88,83.11,12.37,26.93,27.88,25.98,2.77,98.81
2024-10-19,stockpile,-0.505,117.21,0.6,75.81,19.9,28.4,30.49,26.24,1.77,88.18
2024-10-20,stockpile,-0.505,117.21,0.93,79.35,21.07,28.34,30.16,26.67,2.3,85.33
2024-10-21,stockpile,-0.505,117.21,7.29,82.54,5.75,27.56,28.81,26.54,3.76,98.55
2024-10-22,stockpile,-0.505,117.21,2.71,84.91,19.93,27.71,29.16,26.12,4.61,97.67
2024-10-23,stockpile,-0.505,117.21,2.24,85.23,18.6,28.13,30.03,26.79,5.02,92.01
2024-10-24,stockpile,-0.505,117.21,0.69,87.3,21.77,28.12,30.04,26.67,4.19,90.38
2024-10-25,stockpile,-0.505,117.21,4.22,85.96,18.82,28.18,29.85,26.89,5.21,96.23
2024-10-26,stockpile,-0.505,117.21,1.09,85.3,21.23,28.1,30.25,26.58,5.19,71.38
2024-10-27,stockpile,-0.505,117.21,0.62,85.48,15.46,27.86,29.33,26.31,2.47,87.17
2024-10-28,stockpile,-0.505,117.21,0.27,83.87,23.95,28.08,30.04,26.41,2.92,40.62
2024-10-29,stockpile,-0.505,117.21,0.37,85.22,19.95,28.07,29.42,26.59,2.72,56.28
2024-10-30,stockpile,-0.505,117.21,0.42,81.79,22.72,28.52,30.24,26.84,1.9,59.41
2024-10-31,stockpile,-0.505,117.21,9.74,80.43,17.65,28.67,30.23,27.56,2.19,97.9
2024-11-01,stockpile,-0.505,117.21,12.79,82.97,12.75,27.67,28.64,26.79,2.71,98.01
2024-11-02,stockpile,-0.505,117.21,6.3,73.87,21.39,28.78,30.95,26.74,1.36,84.12
2024-11-03,stockpile,-0.505,117.21,4.82,80.48,14.0,28.28,29.42,27.28,1.83,90.49
2024-11-04,stockpile,-0.505,117.21,1.15,82.66,20.75,27.4,28.32,26.45,2.17,67.02
2024-11-05,stockpile,-0.505,117.21,0.56,82.35,20.74,27.88,29.45,26.34,3.07,89.7
2024-11-06,stockpile,-0.505,117.21,0.17,76.21,15.23,28.78,30.65,26.96,1.21,95.09
2024-11-07,stockpile,-0.505,117.21,0.44,77.32,15.01,28.84,30.56,27.31,1.78,75.34
2024-11-08,stockpile,-0.505,117.21,1.05,79.1,22.17,28.72,30.32,27.24,2.26,44.22
2024-11-09,stockpile,-0.505,117.21,0.37,82.41,16.66,28.2,29.11,27.38,1.69,82.93
2024-11-10,stockpile,-0.505,117.21,2.13,83.56,15.65,28.21,29.15,27.26,2.19,82.71
2024-11-11,stockpile,-0.505,117.21,0.96,79.64,10.44,28.63,29.77,27.33,1.78,94.32
2024-11-12,stockpile,-0.505,117.21,0.65,77.0,20.52,28.81,30.82,27.19,1.42,71.8
2024-11-13,stockpile,-0.505,117.21,0.86,76.09,20.86,29.12,31.25,27.62,2.01,56.56
2024-11-14,stockpile,-0.505,117.21,4.79,80.31,18.08,28.51,29.51,27.64,1.54,72.45
2024-11-15,stockpile,-0.505,117.21,5.54,82.83,20.5,28.35,29.26,27.5,2.1,66.72
2024-11-16,stockpile,-0.505,117.21,1.59,83.64,18.95,28.21,29.0,27.28,2.61,90.66
2024-11-17,stockpile,-0.505,117.21,0.77,84.57,15.86,28.12,29.17,27.51,3.78,87.51
2024-11-18,stockpile,-0.505,117.21,6.45,82.98,19.67,28.14,29.14,27.0,2.97,81.75
2024-11-19,stockpile,-0.505,117.21,8.3,87.2,14.52,27.7,28.54,26.98,4.35,95.08
2024-11-20,stockpile,-0.505,117.21,19.44,85.43,13.61,27.75,29.0,26.5,3.33,89.44
2024-11-21,stockpile,-0.505,117.21,1.55,82.79,20.31,28.16,29.51,26.75,2.94,89.01
2024-11-22,stockpile,-0.505,117.21,4.76,82.68,17.39,28.34,29.7,26.99,2.9,90.37
2024-11-23,stockpile,-0.505,117.21,7.0,81.34,8.05,28.08,30.06,26.6,2.37,98.95
2024-11-24,stockpile,-0.505,117.21,2.59,85.08,18.83,27.87,29.53,26.84,3.69,99.36
2024-11-25,stockpile,-0.505,117.21,14.38,85.54,10.24,27.46,28.87,26.42,4.11,97.47
2024-11-26,stockpile,-0.505,117.21,1.81,85.44,18.46,27.58,29.16,26.5,4.19,95.28
2024-11-27,stockpile,-0.505,117.21,4.43,83.15,20.47,27.95,29.73,26.38,3.49,64.54
2024-11-28,stockpile,-0.505,117.21,4.97,80.39,16.0,28.2,29.32,26.77,1.96,94.11
2024-11-29,stockpile,-0.505,117.21,1.68,82.22,16.94,28.51,30.03,27.3,2.67,92.6
2024-11-30,stockpile,-0.505,117.21,28.41,83.53,12.06,28.54,30.19,27.09,3.01,97.62
2024-12-01,stockpile,-0.505,117.21,6.83,82.38,6.76,27.83,29.07,26.65,1.4,99.55
2024-12-02,stockpile,-0.505,117.21,1.22,80.11,19.14,28.36,30.16,26.71,2.54,93.61
2024-12-03,stockpile,-0.505,117.21,5.55,82.3,10.58,28.52,30.03,27.21,1.99,98.28
2024-12-04,stockpile,-0.505,117.21,4.23,81.12,12.73,27.55,28.26,26.4,1.92,99.6
2024-12-05,stockpile,-0.505,117.21,7.68,81.06,7.62,28.26,30.04,26.4,2.46,99.7
2024-12-06,stockpile,-0.505,117.21,29.24,80.51,18.41,27.93,29.08,26.47,1.46,89.66
2024-12-07,stockpile,-0.505,117.21,33.31,80.24,17.57,28.29,30.22,26.79,2.16,96.85
2024-12-08,stockpile,-0.505,117.21,0.81,80.28,14.33,28.79,30.12,27.36,1.89,98.74
2024-12-09,stockpile,-0.505,117.21,2.74,84.41,18.16,28.39,29.74,27.32,2.86,97.94
2024-12-10,stockpile,-0.505,117.21,3.12,81.21,15.99,28.38,29.45,27.3,2.07,99.11
2024-12-11,stockpile,-0.505,117.21,10.53,80.0,12.68,28.73,30.19,27.71,1.69,96.81
2024-12-12,stockpile,-0.505,117.21,38.18,84.37,10.94,27.99,28.93,27.27,2.85,98.8
2024-12-13,stockpile,-0.505,117.21,3.87,80.72,12.6,28.03,29.3,26.43,2.35,97.57
2024-12-14,stockpile,-0.505,117.21,3.97,85.06,16.71,27.65,28.39,26.86,2.98,96.61
2024-12-15,stockpile,-0.505,117.21,4.73,85.2,10.91,27.14,27.86,26.34,2.36,99.59
2024-12-16,stockpile,-0.505,117.21,13.06,81.67,6.0,27.77,29.12,26.43,1.97,96.2
2024-12-17,stockpile,-0.505,117.21,17.48,78.88,20.4,28.41,29.67,27.27,1.51,79.67
2024-12-18,stockpile,-0.505,117.21,7.35,82.01,18.33,28.54,29.88,27.11,2.39,92.75
2024-12-19,stockpile,-0.505,117.21,16.15,85.2,17.03,27.95,28.84,27.08,2.25,92.48
2024-12-20,stockpile,-0.505,117.21,19.95,86.65,17.36,27.71,28.65,26.69,3.04,97.74
2024-12-21,stockpile,-0.505,117.21,37.67,83.55,18.42,28.07,29.17,26.84,3.52,98.56
2024-12-22,stockpile,-0.505,117.21,34.5,87.26,14.95,27.86,28.78,27.09,3.54,99.39
2024-12-23,stockpile,-0.505,117.21,4.45,84.0,14.41,27.62,28.7,26.35,2.62,98.78
2024-12-24,stockpile,-0.505,117.21,5.93,83.6,17.33,28.04,29.36,26.71,1.93,98.9
2024-12-25,stockpile,-0.505,117.21,2.17,81.42,11.37,27.97,29.27,26.4,2.1,99.03
2024-12-26,stockpile,-0.505,117.21,1.83,85.01,14.14,27.25,28.13,26.44,2.75,99.7
2024-12-27,stockpile,-0.505,117.21,1.78,80.5,11.65,27.97,29.71,26.49,1.66,99.64
2024-12-28,stockpile,-0.505,117.21,6.26,77.22,19.4,28.68,30.33,26.98,1.53,96.49
2024-12-29,stockpile,-0.505,117.21,5.48,83.17,15.04,27.68,28.62,26.67,1.75,94.92
